"Position","Drug Name","Reference Type","Primary Reference","Secondary Reference","Drug Detail Link","Primary Reference Link","Secondary Reference Link"
228,"kuva","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=kuva&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
229,"kāṉcaṉi","Other","Siddha Pharmacop. India, Vol. 1 (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=k%C4%81%E1%B9%89ca%E1%B9%89i&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
230,"kṣaṇadā","Other","Ayurvedic Pharm. of India (1999-2011)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=k%E1%B9%A3a%E1%B9%87ad%C4%81&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
231,"ladhir","Other","Ayurvedic Pharm. of India (1999-2011)","Siddha Pharmacop. India, Vol. 1 (2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ladhir&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
232,"lakshmi","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=lakshmi&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
233,"leadar","Other","Siddha Pharmacop. India, Vol. 1 (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=leadar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
234,"ledar","Other","Ayurvedic Pharm. of India (1999-2011)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ledar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
235,"lidar","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=lidar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
236,"long tumeric","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=long+tumeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
237,"long turmeric","Other","Med. Pl. in Viet Nam (WHO, 1990)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=long+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5860&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
238,"luyang dilaw","Other","Philippine Herbal Med. (Alvarez, 2005-2022)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=luyang+dilaw&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100323&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
239,"lyu sih yu jin","Other","Taiwan Herbal Pharmacop. 3rd Chinese ed. (MOHW, 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=lyu+sih+yu+jin&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100237&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
240,"madras bulb turmeric","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=madras+bulb+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
241,"madras finger turmeric","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=madras+finger+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
242,"malabar finger turmeric","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=malabar+finger+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
243,"malabar turmeric","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=malabar+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
244,"mamam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mamam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
245,"mancal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mancal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
246,"mancatkottu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mancatkottu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
247,"mandano","Other","Handbook African Med. Pl. (Iwu, 1993)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mandano&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=2095&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
248,"mangal","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mangal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
249,"mangalaprada","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mangalaprada&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
250,"mangalya","Other","Indian Med. Pl. Database (TDU, 2020)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mangalya&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
251,"manjal","Other","Ayurvedic Pharm. of India (1999-2011)","Ethnophytomed. Against Diabetes, SE Asia (Marwat et al., 2014)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=manjal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100366&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
252,"manjano","Other","Handbook African Med. Pl. (Iwu, 1993)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=manjano&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=2095&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
253,"manjella-kua","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=manjella-kua&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
254,"mannal","Other","Indian Med. Pl. Database (TDU, 2020)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mannal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
255,"marinallu","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=marinallu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
256,"marinalu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=marinalu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
257,"marinnala","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=marinnala&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
258,"mañcaḷ (rhizome)","Other","Siddha Pharmacop. India, Vol. 1 (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ma%C3%B1ca%E1%B8%B7+%28rhizome%29&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
259,"mañcaḷ kiẕaṅku","Other","Siddha Pharmacop. India, Vol. 1 (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ma%C3%B1ca%E1%B8%B7+ki%E1%BA%95a%E1%B9%85ku&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
260,"meet","Other","Med Pl. of Myanmar (DeFilipps & Krupnick, 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=meet&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100279&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
261,"mehaghni","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mehaghni&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
262,"mi'et","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mi%27et&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
263,"munjil","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=munjil&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
264,"mutiyakkilanku","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mutiyakkilanku&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
265,"mutiyarikam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=mutiyarikam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
266,"muttan","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=muttan&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
267,"muttanmancal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=muttanmancal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
268,"nakainokkam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nakainokkam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
269,"nakali","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nakali&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
270,"naktaahvaa","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=naktaahvaa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
271,"nanmancal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nanmancal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
272,"naravati","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=naravati&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
273,"nghe","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nghe&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
274,"nghệ","Other","Pl. & Animal in Trad. Med., Viet Nam (Ngoc Van & Tap, 2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ngh%E1%BB%87&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8372&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
275,"niasi tondo","Other","Useful Pl. of Kongo C Province, Vol. 1-2 (Latham & ku Mbuta, 2017)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=niasi+tondo&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100248&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
276,"nicatu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nicatu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
277,"nicatukam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nicatukam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
278,"nici","Other","Indian Med. Pl. Database (TDU, 2020)","Siddha Pharmacop. India, Vol. 1 (2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nici&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
279,"nicikam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nicikam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
280,"niku","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=niku&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
281,"nisa","Other","Indian Med. Pl. Database (TDU, 2020)","Siddha Pharmacop. India, Vol. 1 (2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nisa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
282,"nisha","Other","Indian Med. Pl. Database (TDU, 2020)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nisha&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
283,"nishakhya","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nishakhya&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
284,"nishavha","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nishavha&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
285,"nisi","Other","Indian Med. Pl. Database (TDU, 2020)","Siddha Pharmacop. India, Vol. 1 (2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nisi&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
286,"niśā","Other","Ayurvedic Pharm. of India (1999-2011)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ni%C5%9B%C4%81&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
287,"niśī","Other","Ayurvedic Pharm. of India (1999-2011)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ni%C5%9B%C4%AB&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
288,"nompuvirali","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nompuvirali&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
289,"nompuviralicceti","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=nompuviralicceti&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
290,"novu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=novu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
291,"oendre","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=oendre&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
292,"olena","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=olena&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
293,"oleoresin turmeric","Other","Food Chemicals Codex, 6th edn. (USP, 2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=oleoresin+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8378&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
294,"orouq-ssafar","Other","Trad. Persian Med. Pl. Database (Rahimi et al., 2018)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=orouq-ssafar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100202&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
295,"pacappu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pacappu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
296,"paccamannal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=paccamannal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
297,"paimanjal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=paimanjal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
298,"palillo","Other","Pl. for Malaria, Pl. for Fever (Milliken, 2021)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=palillo&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100242&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
299,"pampi","Other","Indian Med. Pl. Database (TDU, 2020)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pampi&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
300,"paspu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=paspu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
301,"passapoo","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=passapoo&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
302,"pasupu","Other","Ayurvedic Pharm. of India (1999-2011)","Indian Med. Pl. Database (TDU, 2020)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pasupu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
303,"pattirai","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pattirai&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
304,"pavitra","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pavitra&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
305,"penawar","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=penawar&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
306,"pinga","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pinga&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
